user_id,review_count,skin_type,age,rating,review,morphed_review
무늉,78,복합성,23,5,용령도넉넉하고 순하고 잘지워져요!! 원래 마스카라지우기귀찮아서잘안햇는데 이거끄면맨날해도될듯~~,용/NNG 령도/NNG 넉넉/XR 하/XSA 고/EC 순하/VA 고/EC 잘/MAG 지우/VV 어/EC 지/VX 어요/EF !/SF !/SF 원래/NNG 마스카라/NNG 지우/VV 기/ETN 귀찮/VA 아서/EC 잘/MAG 안/MAG 하/XSA 엇/EP 는데/EC 이것/NP 끄/VV 면/EC 맨날/MAG 하/XSV 아도/EC 되/VV ㄹ/ETM 듯/NNB ~/SO ~/SO 
냥냥여우,130,건성,34,3,키스미 마스카라 덕후는 웁니다... 이걸로 키스미 안지워져요ㅠㅠ 그래서 어퓨로 갈아탐 ㅋㅋ,키스/NNG 미/NNG 마스카라/NNG 덕후/NNP 는/JX 웁/VA 니다/EC .../SE 이/MM 것/NNB 로/JKB 키스/NNG 미/NNG 안지워져요ㅠㅠ/NA 그래서/MAJ 어퓨로/NA 갈아타/VV ㅁ/ETN ㅋㅋ/NA 
앞으로뒷태,240,복합성,21,3,그냥 무난무난하다고 보는게 맞는 것 같음 행사안할 때 사면 좀 손해고 딱히 특별한 특징은 없는듯 오일이다보니 립지우다가 입에 들어가면 오일맛 나는건 당연하고 항상 250ml로 사는데 싼맛에 사는 느낌?,그냥/MAG 무난/XR 무난/XR 하/XSA 다고/EC 보/VV 는/ETM 게/EC 맞/VV 는/ETM 것/NNB 같/VA 음/ETN 행사/NNG 안/NNG 하/XSV ㄹ/ETM 때/NNG 사면/NNG 좀/MAG 손해/NNG 이/VCP 고/EC 딱히/MAG 특별/XR 하/XSA ㄴ/ETM 특징/NNG 은/JX 없/VA 는/ETM 듯/NNB 오일/NNG 이/VCP 다/EC 보/VX 니/EC 립/NNG 지우/VV 다가/EC 입/NNG 에/JKB 들어가/VV 면/EC 오일/NNG 맛/NNG 나/NP 는/JX 이/VCP 건/EC 당연/XR 하/XSA 고/EC 항상/MAG 250/SN ml/SL 로/JKB 살/VV 는데/EC 싸/VA ㄴ/ETM 맛/NNG 에/JKB 살/VV 는/ETM 느낌/NNG ?/SF 
찐빵찐빵,124,건성,35,4,눈도 안따갑고 잘지워져요~세일때 여러개 사둬요!!,눈/NNG 도/JX 안/MAG 따갑/VA 고/EC 잘/MAG 지우/VV 어/EC 지/VX 어요/EC ~/SO 세일/NNG 때/NNG 여러/MM 개/NNB 사/NNG 두/VV 어요/EF !/SF !/SF 
지미인3,356,건성,24,4,"완전 무난한 제품이에욤 마트에 가면 원플하거나 세일할때 사는 정도..?
세정력도 이정도면 괜찮고 그저 보통인 존재ㅎㅎㅎ",완전/NNG 무난/XR 하/XSA ㄴ/ETM 제품이에욤/NA 마트/NNG 에/JKB 가/VV 면/EC 원/NNB 프/VX ㄹ/ETM 하/NNG 이/VCP 거나/EC 세일/NNG 하/XSV ㄹ/ETM 때/NNG 살/VV 는/ETM 정도/NNG ../SE ?/SF 세/MM 정력/NNG 도/JX 이/MM 정도/NNG 이/VCP 면/EC 괜찮/VA 고/EC 그저/MAG 보통/NNG 이/VCP ㄴ/ETM 존쟇ㅎㅎ/NA 
콩깍지,57,건성,40,2,"원뿔원 해서 샀는데.. 왜샀지..
양도 엄청 많은데..
포인트에 리무버 안쓰는 사람이라
널굴 전체로 화장솜발라 썼다가
뒤집어짐..방치중",원뿔/NNP 원/NNB 하/VV 아서/EC 사/VV 았/EP 는데/EF ./SF ./SF 왜/MAG 사/VV 았/EP 지/EF ./SF ./SF 양도/NNG 엄청/MAG 많/VA 은데/EF ./SF ./SF 포인트/NNG 에/JKB 리무버/NNG 안/MAG 쓰/VV 는/ETM 사람/NNG 이/VCP 라/EC 널/NNG 굴/NNG 전체/NNG 로/JKB 화장/NNG 솜/NNG 바르/VV 아/EC 쓰/VV 었/EP 다가/EC 뒤집/VV 어/EC 지/VX ㅁ/ETN ../SE 방치/NNG 중/NNB 
미녕1,52,건성,23,4,그냥 무난한 리무버 장점은 눈에 들어가도 안아프다,그냥/MAG 무난/XR 하/XSA ㄴ/ETM 리무버/NNG 장점/NNG 은/JX 눈/NNG 에/JKB 들어가/VV 아도/EC 안/MAG 아프/VA 다/EC 
마고구,47,중성,20,3,잘닦인다단점은기름기가눈에서잘안사라지는거?,잘/MAG 닦이/VV ㄴ다/EC 단점/NNG 은/JX 기름기/NNG 가/NNG 눈/NNG 에서/JKB 잘/MAG 안/MAG 사라지/VV 는/ETM 거/NNB ?/SF 
이뻐0906,25,복합성,29,5,다른 리무버 보다 안따갑고 향 넘 좋은 것  썻었던 립무버 중 가장 좋음,다른/MM 리무버/NNG 보다/MAG 안/MAG 따갑/VA 고/EC 향/NNG 넘/NNG 좋/VA 은/ETM 것/NNB 쓰/VV 엇/EP 었/EP 던/ETM 립/NNG 무/XPN 버/NNG 중/NNB 가장/MAG 좋/VA 음/ETN 
김겸딩,41,복합성,29,5,잘지워지고 뭣보다 눈이 안아픔! 다른 유명한 제품들은 간혹 눈 시려운게 있는데 이건 눈이 하나도 안아픔!! 아이리무버는 얘로 정착,잘/MAG 지우/VV 어/EC 지/VX 고/EC 뭣/NP 보다/JKB 눈/NNG 이/JKS 안/NNG 아픔/NNG !/SF 다른/MM 유명/XR 하/XSA ㄴ/ETM 제품/NNG 들/XSN 은/JX 간혹/MAG 눈/NNG 시리/VA 어/EC 울/VV ㄴ/ETM 게/EC 있/VV 는데/EC 이것/NP ㄴ/JX 눈/NNG 이/JKS 하나/NR 도/JX 안/NNG 아픔/NNG !/SF !/SF 아이/NNG 리무버/NNG 는/JX 얘/NP 로/JKB 정착/NNG 
오쿠나,75,복합성,27,4,그냥 무난하니 잘 지워짐,그냥/MAG 무난/XR 하/XSA 니/EC 잘/MAG 지우/VV 어/EC 지/VX ㅁ/ETN 
포조,240,복합성,24,4,키스미까지 지워주고 눈에 들어가도 안따갑고 잘 썻지만 작아서 금방 썼음 대용량 사야할듯,키스/NNG 미/NNG 까지/JX 지우/VV 어/EC 주/VX 고/EC 눈/NNG 에/JKB 들어가/VV 아도/EC 안/MAG 따갑/VA 고/EC 잘/MAG 쓰/VV 엇/EP 지만/EC 작/VA 아서/EC 금방/MAG 쓰/VV 었/EP 음/ETN 대용량/NNG 사/VV 아야/EC 하/VX ㄹ/ETM 듯/NNB 
쿵심쿵심,119,건성,24,5,진짜 잘지워지고 순한편!!! 인생템!!,진짜/MAG 잘/MAG 지우/VV 어/EC 지/VX 고/EC 순/NNG 한편/NNG !/SF !/SF !/SF 인생템!!/NA 
은별잉,55,건성,24,5,대용량 원플원때 쟁여두면 좋음 스킨푸드밀크 리무버보다 좋음 원플원하면 가격도 그렇고 세정력아나 눈안아픈건 둘다비슷해서 스킨푸드 살바엔 이거삼 앞으로 이것만 쓸듯 잘지워져서 여려면에서 좋음,대용량/NNG 원/NNB 프/VX ㄹ/ETM 원/NNB 때/NNG 쟁여두면/NA 좋/VA 음/ETN 스킨푸드/NNP 밀크/NNG 리무버/NNG 보다/JKB 좋/VA 음/ETN 원/NNB 프/VX ㄹ/ETM 원/NNB 하/XSA 면/EC 가격/NNG 도/JX 그렇/VA 고/EC 세/MM 정력/NNG 알/VV 나/EC 눈/NNG 안/NNG 아프/VA ㄴ/ETM 건/NNB 둘/NR 다/NNG 비슷/XR 하/XSA 아서/EC 스킨푸드/NNP 살/NNB 바/NNB 에/JKB ㄴ/JX 이것/NP 삼/NR 앞/NNG 으로/JKB 이것/NP 만/JX 쓸/VV 듯/EC 잘/MAG 지우/VV 어/EC 지/VX 어서/EC 열/VV 려면/EC 에서/JKB 좋/VA 음/ETN 
띠띠빠빠,155,복합성,25,4,순하게 잘 지워지는 리무버z 특출나게 눈에 띄는아이 없으면 또 업어올 기특한 리무버,순하/VA 게/EC 잘/MAG 지우/VV 어/EC 지/VX 는/ETM 리무버/NNG z/SL 특출/XR 나/VV 게/EC 눈/NNG 에/JKB 띄/VV 는/ETM 아이/NNG 없/VA 으면/EC 또/MAJ 업/VV 어/EC 오/VX ㄹ/ETM 기특/XR 하/XSA ㄴ/ETM 리무버/NNG 
flofall,39,복합성,17,4,세정력도 괜찮고 가격대비 만족함,세/MM 정력/NNG 도/JX 괜찮/VA 고/EC 가격/NNG 대비/NNG 만족/NNG 하/XSV ㅁ/ETN 
우니우닝,32,복합성,25,5,그냥 쭉 쓰고있는 인생템? 잘 지워지고 눈에 자극 없고 그러면 리무버는 다 인거같아요 키스미마스카라도 싹 지워져요 계속 쓸것같아요,그냥/MAG 쭉/MAG 쓰/VV 고/EC 있/VX 는/ETM 인생템?/NA 잘/MAG 지우/VV 어/EC 지/VX 고/EC 눈/NNG 에/JKB 자극/NNG 없/VA 고/EC 그러면/MAJ 리무버/NNG 는/JX 다/MAG 인/NNG 거/NNB 같/VA 아요/EC 키스/NNG 미/NNG 마스카라/NNG 도/JX 싹/MAG 지우/VV 어/EC 지/VX 어요/EC 계속/MAG 쓰/VV ㄹ/ETM 것/NNB 같/VA 아요/EC 
naries90,52,지성,29,4,"진짜 순해요
원쁠할때사면 완전 개이득!",진짜/MAG 완전/NNG 개/NNG 이득/NNG !/SF 
허니스킨9,40,건성,25,2,이거 완전 좋다고해서 용량 큰걸로 샀는데... 세정력도 그냥 평타치고 무엇보다 눈이 따가움... 피부가 절대 민감성도 아닌데 눈이 따가워서 쓰기가 싫음... 돈 아까워서 꾸역꾸역 쓰긴했는데 돈주고 절대 다시 안삼.... 네버!! 원래 쓰던 이니스프리 애플 리무버로 돌아감 ㅎㅎㅎ,이것/NP 완전/NNG 좋/VA 다고/EC 하/VX 아서/EC 용량/NNG 크/VA ㄴ/ETM 것/NNB 로/JKB 사/VV 았/EP 는데/EC .../SE 세/MM 정력/NNG 도/JX 그냥/MAG 평/NNB 타치/NNP 이/VCP 고/EC 무엇/NP 보다/JKB 눈/NNG 이/JKS 따갑/VA ㅁ/ETN .../SE 피부/NNG 가/JKS 절대/NNG 민감/XR 성/XSN 도/JX 아니/VCN ㄴ데/EC 눈/NNG 이/JKS 따갑/VA 어서/EC 쓰/VV 기/ETN 가/JKS 싫/VA 음/ETN .../SE 돈/NNG 아깝/VA 어서/EC 꾸역꾸역/MAG 쓰/VV 기/ETN ㄴ/JX 하/VV 았/EP 는데/EC 돈/NNG 주/VV 고/EC 절대/NNG 다시/MAG 안/NNG 삼/NNG .../SE ./SF 네/MM 버/NNG !/SF !/SF 원래/NNG 쓰/VV 던/ETM 이니스프리/NNP 애플/NNP 리무버/NNG 로/JKB 돌아가/VV ㅁ/ETN ㅎㅎㅎ/NA 
rhdbfl0,14,중성,24,4,눈에 들어가도 안아프고 화장도 깨끗하게 지워줘요👍,눈/NNG 에/JKB 들어가/VV 아도/EC 안/MAG 아프/VA 고/EC 화장/NNG 도/JX 깨끗/XR 하/XSA 게/EC 지우/VV 어/EC 주/VX 어요/EC /SW 
유짱짱,52,건성,25,5,키스미제품도지워버리는세정력!!눈이예민한편인데도 따가움이나 자극이없었습니다 강추!,키스/NNG 미/NNG 제품/NNG 도/JX 지우/VV 어/EC 버리/VX 는/ETM 세/NNB 정력/NNG !/SF !/SF 눈/NNG 이/JKS 예민/XR 한편/NNG 이/VCP ㄴ데/EC 도/JX 따갑/VA ㅁ/ETN 이나/JX 자극/NNG 이/JKS 없/VA 었/EP 습니다/EC 강/NNG 추/NNG !/SF 
뽀오얘,71,복합성,24,4,저렴해서 좋아요. 잘 지워지고 눈에 들어가도 아프지 않아요,저렴/XR 하/XSA 아서/EC 좋/VA 아요/EF ./SF 잘/MAG 지우/VV 어/EC 지/VX 고/EC 눈/NNG 에/JKB 들어가/VV 아도/EC 아프/VA 지/EC 않/VX 아요/EC 
나르킴,45,지성,30,5,"비운게 5통은 넘는 듯?
저렴하고 자극없고 잘지워지고 
최근엔 대용량도 나와서 너무 좋습니당
인생템",비우/VV ㄴ/ETM 게/EC 5/SN 통/NNB 은/JX 넘/VV 는/ETM 듯/NNB ?/SF 저렴/XR 하/XSA 고/EC 자극/NNG 없/VA 고/EC 잘/MAG 지우/VV 어/EC 지/VX 고/EC 최근/NNG 에/JKB ㄴ/JX 대용량/NNG 도/JX 나오/VV 아서/EC 너무/MAG 
말랑,51,지성,24,5,"이거존좋인데...어퓨랑 이거밖에안씀
이거로 공병적립 10개는받은듯ㅠㅠ(이제바뀌어서 안받아줌..) 자극없고 잘지워지고 향도좋고 대용량도있는데다 원플원할때 대용량쟁이면 꿀!!",이거존좋인데...어퓨랑/NA 이것/NP 밖에/JX 안/MAG 쓰/VV ㅁ/ETN 이것/NP 로/JKB 공병/NNG 적립/NNG 10개는받은드슈ㅠ(이제바뀌어서/NA 안받/VV 아/EC 주/VX ㅁ/ETN ../SE )/SS 자극/NNG 없/VA 고/EC 잘/MAG 지우/VV 어/EC 지/VX 고/EC 향도/NNG 좋/VA 고/EC 대용량/NNG 도/JX 있/VV 는데다/EC 원/NNB 프/VX ㄹ/ETM 원/NNB 하/XSA ㄹ/ETM 때/NNG 대용량/NNG 쟁이/XSN 이/VCP 면/EC 꿀/NNG !/SF !/SF 
acha,38,복합성,27,4,미감수 로 씻으면 아무래도 뽀얗게 미백이 되는 것처럼 ! 보들 보들 해지는 효과 봤다 믿고 쓸수 잇고 또 대용량도 가끔 나와 쟁여 쓰기 좋다아,미감/NNG 수/NNB 로/NNG 씻/VV 으면/EC 아무래도/MAG 뽀얗/VA 게/EC 미백/NNP 이/JKS 되/VV 는/ETM 것/NNB 처럼/JKB !/SF 보/NNG 들/XSN 보/NNG 들/XSN 해지/VV 는/ETM 효과/NNG 보/VV 았/EP 다/EC 믿/VV 고/EC 쓰/VV ㄹ/ETM 수/NNB 잇/VV 고/EC 또/MAJ 대용량/NNG 도/JX 가끔/MAG 나오/VV 아/EC 쟁여/NA 쓰/VV 기/ETN 좋/VA 다고/EC 하/VX 아/EC 
안경꽁,55,건성,32,4,자극없이 깨끗하게 잘 지워지는 제품이에요! 1+1행사할때 항상 쟁여두게 되는 제품이에욬ㅋ,자극/NNG 없이/MAG 깨끗/XR 하/XSA 게/EC 잘/MAG 지우/VV 어/EC 지/VX 는/ETM 제품/NNG 이/VCP 에요/EF !/SF 1/SN +/SW 1/SN 행사/NNG 하/XSV ㄹ/ETM 때/NNG 항상/MAG 쟁여두게/NA 되/VV 는/ETM 제품이에욬ㅋ/NA 
Apelia,108,복합성,25,3,"이벤트할때 사면 가격대비 양도 짱짱하고 화장도 싹다 잘 지워져서 좋아요
향도 무난무난하고 자극적이지않아요

아 눈에는 들어가면 소리지를만큼 따가우니까 눈에 닿지 않게 조심해서 써야해요

흔들면 오일층이랑 섞여서그런지 이걸로 화장지우고나면 피부가 번들거리는데 신기하게도 기름이 있는데 건조해져요
그래서 바로 세수해야해요ㅋㅋㅋㅋㅋ

이거두가지만 빼면 좋아요! 무난해서 여러개 재구매해 오래 쓰긴 했는데
아무래도 건조함이 좀 있고 눈이 따갑기도 해서 대체할거 찾는중이에요!
그래서 쏘쏘!",이벤트/NNG 하/XSV ㄹ/ETM 때/NNG 사면/NNG 가격/NNG 대비/NNG 양도/NNG 짱/MAG 짱/MAG 하/XSV 고/EC 화장/NNG 도/JX 싹/NNG 다/JX 잘/MAG 지우/VV 어/EC 지/VX 어서/EC 좋/VA 아요/EC 향도/NNG 무난/XR 무난/XR 하/XSA 고/EC 자극/NNG 적/XSN 이/VCP 지/EC 않/VX 아요/EC 아/NNP 눈/NNG 에/JKB 는/JX 들어가/VV 면/EC 소리/NNG 지르/VV ㄹ/ETM 만큼/NNB 따갑/VA 니까/EC 눈/NNG 에/JKB 닿/VV 지/EC 않/VX 게/EC 조심/NNG 하/XSV 아서/EC 쓰/VV 어야/EC 하/VX 아요/EC 흔들/VV 면/EC 오일/NNG 층/XSN 이랑/JC 섞/VV 아서/EC 그러/VV ㄴ지/EC 이/MM 것/NNB 로/JKB 화장/NNG 지우/VV 고/EC 나/VX 면/EC 피부/NNG 가/JKS 번들거리/VV 는데/EC 신기/XR 하/XSA 게/EC 도/JX 기름/NNG 이/JKS 있/VV 는데/EC 건조/NNG 하/XSV 아/EC 지/VX 어요/EC 그래서/MAJ 바로/MAG 빼/VV 면/EC 좋/VA 아요/EF !/SF 무난/XR 하/XSA 아서/EC 여러/MM 개/NNB 재/XPN 구매/NNG 하/XSV 아/EC 오래/MAG 쓰/VV 기/ETN ㄴ/JX 하/VV 았/EP 는데/EC 아무래도/MAG 건조/NNG 하/XSV ㅁ/ETN 이/JKS 좀/MAG 있/VV 고/EC 눈/NNG 이/JKS 따갑/VA 기/ETN 도/JX 하/VV 아서/EC 대체/NNG 할거/NNG 찾/VV 는/ETM 중/NNB 이/VCP 에요/EF !/SF 그래서/MAJ 쏘쏘!/NA 
nutC,15,복합성,37,2,"아모레포인트 털어버릴려고 구입했던 제품 중 하나.솔직히 후기나 추천도 있어서 내심 기대 했던 제품이나 기대 이하였음.
일단 건.조.함..립앤아이 리무버 쓰면서 눈가나 입가가 건조해서 허옇게 뜨는걸 이제품 쓰며 처음으로 경험함.세정력을 논하기 전에 건조함에 먼저 놀랐음.
팍팍  써서 빨리 소진 시키려고  얼굴 전체 지우는 용도로 써서 한 통 겨우 비움.
눈가 입가 마저 유분이 넘치거나 유분감을 단1초도 못 견디는 사람에게 추천. 한여름엔 또 좋을지 모르나 건조함에 놀랐던 제품임",아모레/NNP 포인트/NNG 털/VV 어/EC 버리/VX ㄹ려고/EC 구입/NNG 하/XSV 았/EP 던/ETM 제품/NNG 중/NNB 하/VX 나/EF ./SF 솔직히/MAG 후기/NNG 나/JC 추천/NNG 도/JX 있/VV 어서/EC 내심/NNG 기대/NNG 하/VV 았/EP 던/ETM 제품/NNG 이나/JC 기대/NNG 이/NNG 하/XSV 았/EP 음/ETN ./SF 일단/MAG 건/NNB ./SF 조/NNP ./SF 함/NNG ../SE 립/NNG 앤/NNG 아이/NNG 리무버/NNG 쓰/VV 면서/EC 눈가/NNG 나/JC 입가/NNG 가/JKS 건조/NNG 하/XSV 아서/EC 허옇/VA 게/EC 뜨/VV 는/ETM 것/NNB ㄹ/JKO 이/MM 제품/NNG 쓰/VV 며/EC 처음/NNG 으로/JKB 경험/NNG 하/XSV ㅁ/ETN ./SF 세/NNG 정력/NNG 을/JKO 논하/VV 기/ETN 전/NNG 에/JKB 건조/NNG 하/XSV ㅁ/ETN 에/JKB 먼저/MAG 놀라/VV 았/EP 음/ETN ./SF 팍팍/MAG 쓰/VV 어서/EC 빨리/MAG 소진/NNG 시키/VV 려고/EC 얼굴/NNG 전체/NNG 지우/VV 는/ETM 용도/NNG 로/JKB 쓰/VV 어서/EC 한/MM 통/MAG 겨우/MAG 비우/VV ㅁ/ETN ./SF 눈가/NNG 입가/NNG 마저/MAG 유/NNP 분/NNB 이/JKS 넘치/VV 거나/EC 유/NNP 분/NNB 감/NNG 을/JKO 단/MM 1/SN 초/NNB 도/JX 못/MAG 견디/VV 는/ETM 사람/NNG 에게/JKB 추천/NNG ./SF 한여름/NNG 에/JKB ㄴ/JX 또/MAJ 좋/VA 을지/EC 모르/VV 나/EC 건조/NNG 하/XSV ㅁ/ETN 에/JKB 놀라/VV 았/EP 던/ETM 제품/NNG 이/VCP ㅁ/ETN 
June17,97,복합성,32,4,무난하고 좋아요. 세일할때 꼭 사는 제품ㅎ,무난/XR 하/XSA 고/EC 좋/VA 아요/EF ./SF 세일/NNG 하/XSV ㄹ/ETM 때/NNG 꼭/MAG 살/VV 는/ETM 제품ㅎ/NA 
파랑색쿠키,76,건성,22,5,"눈에 들어가도 하나도 안 따갑고 이걸로 안 지워지는거한개도 못봄
촉촉하기도 하고 자극도 없고 저는 대용량 사서 놓고 쓰는중
원쁠원이나 대용량 세일 노려서 사세욤",눈/NNG 에/JKB 들어가/VV 아도/EC 하나/NR 도/JX 안/MAG 따갑/VA 고/EC 이/MM 것/NNB 로/JKB 안/MAG 지우/VV 어/EC 지/VX 는/ETM 거/NNB 하/XSA ㄴ/ETM 개/NNB 도/JX 못/MAG 보/VV ㅁ/ETN 촉촉/XR 하/XSA 기/ETN 도/JX 하/VV 고/EC 자극/NNG 도/JX 없/VA 고/EC 저/NP 는/JX 대용량/NNG 사/VV 아서/EC 놓/VX 고/EC 대용량/NNG 세일/NNG 노리/VV 어서/EC 사세욤/NA 
ji희,20,복합성,29,4,"아리따움에는 참 좋은 아이들이 많아요~
그래서 참 행복합니다~(애들이 아리따움빠라고....)
이 녀석도 참 착한 아이입니다 키스미 마스카라 빼고는 다 잘 지워져요~(사실 키스미는 전용 리무버가 있어서 도전을 안해봤어요 지워질 지도..)",아리땁/VA ㅁ/ETN 에/JKB 는/JX 참/MAG 좋/VA 은/ETM 아이/NNG 들/XSN 이/JKS 많/VA 아요/EC ~/SO 그래서/MAJ 참/MAG 행복합니다/NNP ~/SO (/SS 애/NNG 들/XSN 이/JKS 아리땁/VA ㅁ/ETN 빨/VV 라고/EC ..../SE )/SS 이/MM 녀석/NNB 도/JX 참/MAG 착하/VA ㄴ/ETM 아이/NNG 이/VCP ㅂ니다/EC 키스/NNG 미/NNG 마스카라/NNG 빼/VV 고/EC 는/JX 다/MAG 잘/MAG 지우/VV 어/EC 지/VX 어요/EC ~/SO (/SS 사실/NNG 키스/NNG 미/NNG 는/JX 전용/NNG 리무버/NNG 가/JKS 있/VV 어서/EC 도전/NNG 을/JKO 안/NNG 하/XSV 아/EC 보/VX 았/EP 어요/EC 지우/VV 어/EC 지/VX ㄹ/ETM 지도/NNG ../SE )/SS 
히또니o3o,9,건성,23,4,"저는 1차 세안으로 아리따움 5겹 화장솜에 묻혀서 한겹으로 눈 한쪽씩 닦아내고 또 한겹으로 한번 더 닦아내고 나머지 한겹은 입술하면 포인트 메이크업 싹지워줘요👍👍
저는 개인적으로 눈에 들어가면 살짝 따갑긴 한데 벌써 3통째 세일할때마다 쟁여놓는 제품😂",저/NP 는/JX 1/SN 차/NNB 세안/NNG 으로/JKB 아리땁/VA ㅁ/ETN 5/SN 겹/NNG 화장/NNG 솜/NNG 에/JKB 묻히/VV 어서/EC 한/MM 겹/NNG 으로/JKB 눈/NNG 한쪽/NNG 씩/XSN 닦/VV 아/EC 내/VX 고/EC 또/MAJ 한/MM 겹/NNG 으로/JKB 한/MM 번/NNB 더/MAG 닦/VV 아/EC 내/VX 고/EC 나머지/NNG 한/MM 겹/NNG 은/JX 입술/NNG 하/XSV 면/EC 포인트/NNG 메이크업/NNG 싹/MAG 지우/VV 어/EC 주/VX 어요/EC /SW /SW 저/NP 는/JX 개인/NNG 적/XSN 으로/JKB 눈/NNG 에/JKB 들어가/VV 면/EC 살짝/MAG 따갑/VA 기/ETN ㄴ/JX 하/VV ㄴ데/EC 벌써/MAG 3/SN 통째/NNG 세일/NNG 하/XSV ㄹ/ETM 때/NNG 마다/JX 쟁여놓는/NA 제품/NNG /SW 
은별나라,72,건성,23,3,난여기꺼만2년째쓰는듯 좋다,난/NNG 여/XSN 이/VCP 기/ETN 꺼/NNB 만/NNB 2/SN 년/NNB 째/XSN 쓰/VV 는/ETM 듯/NNB 좋/VA 다/EC 
예쁜혠이,105,민감성,26,4,"잘 지워져요.
근데 그냥 사기엔 좀 비싸고 1+1할때 지르시길!!!!!!",잘/MAG 지우/VV 어/EC 지/VX 어요/EF ./SF 근데/MAJ 그냥/MAG 사기/NNG 에/JKB ㄴ/JX 좀/MAG 비싸/VA 고/EC 1/SN +/SW 1/SN 할/NNB 때/NNG 지르/VV 시/EP 기/ETN ㄹ/JKO !/SF !/SF !/SF !/SF !/SF !/SF 
운블리♥,62,건성,26,4,전에 다른 립앤 아이리무버 썼을땐 눈에 들어가면 따갑고 시렸었는데 이거 쓰니까 눈에 들어가도 안 따가워요!! 그리고 잘 지워지긴 하는데 마스카라 픽서하면 조금 덜 잘 지워지는 거 같긴 하는데 그래도 싹싹 전체적으로 잘지워짐!! 아리따움에서 1플1도 자주 하니 그때 사는게 개이득!,전/NNG 에/JKB 다른/MM 립/NNG 애/NNG ㄴ/JX 아이/NNG 리무버/NNG 쓰/VV 었/EP 을/ETM 때/NNG ㄴ/JX 눈/NNG 에/JKB 들어가/VV 면/EC 따갑/VA 고/EC 시리/VA 었/EP 었/EP 는데/EC 이것/NP 쓰/VV 니까/EC 눈/NNG 에/JKB 들어가/VV 아도/EC 안/MAG 따갑/VA 어요/EF !/SF !/SF 그리고/MAJ 잘/MAG 지우/VV 어/EC 지/VX 기/ETN ㄴ/JX 하/VV 는데/EC 마스카라/NNG 픽/MAG 서/VV 어/EC 하/VX 면/EC 조금/MAG 덜/MAG 잘/MAG 지우/VV 어/EC 지/VX 는/ETM 거/NNB 같/VA 기/ETN ㄴ/JX 하/VV 는데/EC 그래도/MAJ 싹싹/MAG 전체/NNG 적/XSN 으로/JKB 잘/MAG 지우/VV 어/EC 지/VX ㅁ/ETN !/SF !/SF 아리땁/VA ㅁ/ETN 에서/JKB 1플1도/NA 자주/MAG 하/VV 니/EC 그때/NNG 살/VV 는/ETM 게/EC 개/NNG 이득/NNG !/SF 
허허ㅎㅎㅎ,188,민감성,24,5,"이거 쓴 뒤로 이것만 쓴다!
세정력좋고 안따갑다",이것/NP 쓰/VV ㄴ/ETM 뒤/NNG 로/JKB 이것/NP 만/JX 쓰/VV ㄴ다/EF !/SF 세/MM 정력/NNG 좋/VA 고/EC 안/MAG 따갑/VA 다/EC 
subrosa,52,건성,30,3,"음... 리무버는 좋은걸로만 쓴건가 뭐지...
이게 왜 이 랭킹인지 모르겄어요
세정력도 그냥저냥... 뭐 눈은 안 따가버요",음/IC .../SE 리무버/NNG 는/JX 좋/VA 은/ETM 것/NNB 로/JKB 만/JX 쓰/VV ㄴ/ETM 것/NNB ㄴ가/EC 뭐/NP 지/EC ../SE ./SF 이/VCP 게/EC 왜/MAG 이/MM 랭킹/NNG 이/VCP ㄴ지/EC 모르/VV 겄/EP 어요/EC 세/MM 정력/NNG 도/JX 그냥저냥/MAG .../SE 뭐/NP 눈/NNG 은/JX 안/MAG 따/NNG 가/NNG 버/NNG 요/JX 
넌까맣지않아,61,건성,19,5,두통째 애용하는제품♥ 잘 지워지는것도 마음에들고 그냥 다 마음에든다ㅠ,두통/NNG 째/XSN 애용/NNG 하/XSV 는/ETM 제품/NNG ♥/SW 잘/MAG 지우/VV 어/EC 지/VX 는/ETM 것/NNB 도/JX 마음/NNG 에/JKB 들/VV 고/EC 그냥/MAG 다/MAG 마음에든다ㅠ/NA 
지구디구,44,건성,25,3,so so..? 그냥 그저 그래요.,so/SL so/SL ../SE ?/SF 그냥/MAG 그저/MAG 그래요/IC ./SF 
가지씨,47,지성,25,3,좋다거 해서 구입했는데 생각보다 별로였던..,좋/VA 다/EC 거/NNB 하/VV 아서/EC 구입/NNG 하/XSV 았/EP 는데/EC 생각/NNG 보다/JKB 별로/MAG 이/VCP 었/EP 던/EF ./SF ./SF 
