user_id,review_count,skin_type,age,rating,review
민둥이세,58,건성,26,3,"잘지워져요.
근데 저는 이거 눈에 들어가면 아프고 눈앞이 뿌옇...."
dkdkdk1,40,지성,27,2,"싸고 좋다해서 삿는데 내가가지고잇는 마스카라 거의안지워지고 눈은 따갑고 오일리함 
생각보다안지워져서 실망 ㅠ"
슉,59,복합성,24,4,가격에 비해 가성비 갑인제품!!(
태애애연,29,민감성,24,3,조금 따갑긴 한데 걍 쓸만해서 할인하면 한번씩 사요~
뇽뇽01,30,복합성,24,4,엄청 잘지워지는지는 잘 모르겠지만 눈에 써도 안따갑고 순한느낌! 한통 다 쓰고 또 구매할예정~
abbey,2,민감성,28,2,"눈너무따가워요..ㅠㅠ
잘지워지기는 하는것같은데
재구매의사는 없네여.."
이뻐지코양,47,건성,21,5,왜겟잇뷰티1윈지알겠다 지금바로매장으로달려가세오
랑께,63,복합성,20,4,"눈에들어가면 눈이 좀 따갑고 되게 닦을 때 기름져서 지성인데 더슬퍼져요..
하지만 부드럽게 잘 지워지는편이에요!"
dk,139,중성,23,4,원쁠원할때 사서써여!!
뮤짱,5,민감성,27,4,순하고 잘지워진다!  그치만 키스미마스카라는 확실히 전용 리무버로 써야해요..ㅎㅎ..  근ㄷㅔ 저는 써본 리무버 중 가장좋다고 생각해서 대용량으로 사서 계속 계속 쓰고있어요!!
뚱이랑,62,복합성,47,3,"후기가 좋아서 세일때 구매했는데 저는 눈따가움이 좀 있던데요
양을 좀 많이 사용해서 그러나
생각보다는 색조나 마스카라가 그리 잘 지워지지는 않는거 같아요
그냥 용량 대비 가격 착함 인거 같아요"
뚱이2,72,지성,30,5,"눈에 들어가도 안따갑고 부드럽게 잘 지워집니다
키스미도 잘지워지네용ㅎㅎ
통이 작아서 어디갈때 잘 들고다녀요
스킨푸드 밀크섀이크 쓰다가 눈이 너무 뿌얘져서 딴거 찾고 있었는데 뽀오얀에 만족하며 여기 눕습니다~!"
미뉸기,48,건성,21,5,진짜 신세계 ㅠㅠㅠㅠ 처음 써본 립앤아이 리무버라 찾고 찾고 찾다가 산건데 와 진짜 잘지워져요... 그냥 쓰ㅡ쑥 하면 깔끔!!!!☆ 가격도 많이 비싼것 같지도 않고 그냥 다른데 또 찾아볼 일 없이 이걸로 쭉 쓰면 될것같네오ㅠㅜㅜ 아리따움... 갑
꽃유지,50,건성,24,5,"깔끔하게 눈부분 싸악 잘지워지구 나는 눈에 들어가도 괜찮은데..! 
후기들 보면 케바케인지 잘 모르겠지만 나는 괜찮았음.
이것만 진짜 세일 했다하면 제일 먼저 담는듯 대용량이 제일 좋아!!"
mj36,79,복합성,33,5,"아리따움 세일할때 쟁여두세요 제값주고사면손해!!
정말순한가봐요 눈에 들어가도 안따가워요
본 역할에 충실한녀석으로 매우 잘지워집니다 향도좋습니다 
특별히나쁜게없습니다"
김이현,125,복합성,24,5,이거 눈에 무리도 안가고 정말 좋아요♡ 눈이 아프지도 않고 강력한 마스카라까지 다 지워줘요!
shebej,30,복합성,19,5,안따가ㅜㅁ
바비맘,30,건성,21,3,그냥저냥한 제품?가격이 싸서쓰는제품?그냥 이정도...ㅋㅋ
부비적부비적,95,건성,33,3,가격대비 좋아요. 눈에들어가면 좀 뿌얘지긴하지만 .. 잘 지워지고 싸니까 만족하면서 썼던 제품.
ijustDO,40,건성,22,5,처음이라 좋은지도 모르고 그냥 썼었는데 오일감이 많아서 자극도 덜하고 눈에 따갑지도 않고 잘 지워지고 짱임!
삐쓩,32,복합성,16,2,다들잘지워진다는데 난별로안지워지는듯 눈도따가움
100peach,84,복합성,23,3,있으니까 씁니다 눈은 따가움
박가D,53,건성,27,4,"아리따움에서 1+1할때 사면 정말 좋아요.
눈에 들어가면 정말 따갑지만 향도 좋고 가격도 괜찮아서 무난하게 사용하기 좋아요"
곰돌달달,1,복합성,23,2,"처음에는 좋은 것 같아서 몇통째 썼는데
눈이 각질이 일어나면서 따갑기 시작하더니 빨갛게 일어나고...ㅠㅠ 화장품에 민감한 편이 아닌데두 그러네영.. 저처럼 몇 통 쓰다가 이러면 버리는게 좋을 것 같아여~!"
산알,44,건성,24,3,겟잇뷰티 1위했다고해서 세일할때 샀어요 나름 잘 지워지는 느낌인데 오일성분이 있어서 그런가 눈에들어가면 흐릿한게 있고 따갑더라구요 잘지워지긴하는데 마스카라는 약간 힘을 줘서?지워져야되요 그냥저냥 쓸만해요
최빙,91,건성,23,3,"잘 지워지고 좋았어요!!! 눈도 안아프고
그렇지만 에뛰드가 훨씬 잘 지워지었지에....갈아탔지여 ㅎ 그리고 솔직히 가격대비 좋은 지는 잘 모르겠어요 요즘 가격대비 좋은 것들이 많이나와서....."
hallucinate,39,복합성,26,4,눈에 들어가면 좀 따갑기는 하지만 **키스미 마스카라가 지워진다** 세일 할 때에 재구매의사 있음. 정가로 사기에는 상대적으로 조금 비싼 느낌이고.. 세정력이 꽤 괜찮은 편인 것 같아서 쓴다.
쿠쿠쿠아,69,중성,22,5,일단 자극없이 너무 순하고 완전 잘지워져요 진짜 강추함. 세일할때 쟁여놓울려구여 ㅎㅎ
구리링,252,민감성,33,3,평소 화장스타일에 따라 호불호가 갈릴듯. 가벼운 화장이라면 이걸로 충분한데 진한 화장이라면 부족할거 같음. 냄새도 좋고 순하고 산뜻하고 워터프루프 아라나 마스카라도 웬만하면 지워내는데 초강력 리무버까지는 아니라 순식간에 완벽하게 지워지지는 않음. 화장솜을 지긋이 누르고 있다가 꼼꼼히 닦아내야 잔여물이 없는 느낌. 요즘 워낙 좋은 리무버들이 많아서 세일때 아니면 굳이 살필요는 없을듯.
끄아악어악,37,지성,22,4,속눈썹 뿌리까지 한번에 싹 지워지지는 않고 면봉으로 한번더 해줘야 됩니다. 어차피 점막 지울라고  두번 해주니까 이정도는ㅎㅎ 잘 지워집니다. 대용량 2통이나썼어요!!
재뿡,93,민감성,23,5,키스미도 잘 지워내고 눈에 들어가도 안따갑고♡♡ 원쁠원 자주 해주새오 알땀님..
옐714,8,건성,22,4,"250ml짜리도 있는데 그걸로 쓰면 용량걱정도 없어요
화장솜에 얹은 걸 눈에도 얹어놓았다가 지우면 자극없이 지워져서 좋은 것 같아요"
kkssbb999,71,복합성,24,4,정가 돈주고 사기는 양에비해 비싼감이 있지만 할인이나 원플원 많이하니 괜찮음 일단 눈에 들어가도 아프지 않다는게 제일 좋고 지워지기도 잘지워진다 행사때마다 쟁여두고 잘쓰고있음!
난꾹꾹이다,679,지성,22,4,"리무버를 많이 써보지는 않아서 잘 모르겠지만 이것도 나름 좋았음. 안좋다는 사람은 왜 안좋다는지 잘 모르겠군...

1. 키스미가 지워진다!!!!
2. 눈이 안아프다!!!!
3. 세일을 노렸다!!!!!(싸다!!!!)

근데 뭐 이런 리무버 많지 않나...?
그렇다면 이 아이는 무난무난템으로 들어가겠쒀"
조안나화이트,58,지성,23,4,잘지워지는데 비쌈
살구뺨,113,건성,21,5,정말 순하고 마스카라도 잘 지워짐d
hyenime12,27,복합성,32,3,"정가에 사고쓰기엔 아깝다는 느낌?
홍보가 엄청나서 세일할때 샀는데
아주순한거같단 느낌은 아니에요
팍팍 쓰기엔 괜찮은 용량인데
비싸~  정가는 마이비싸~"
이쁜우럭,61,복합성,16,3,ㅇ....음 뭐 50% 세일할 때 사긴 했는데 갠적으로 원래 쓰던 이니스프리께 더 나았다 잘 지워지기는 하는데 눈에 들어가니까 톼다돡 거리면ㅅㅓ 넘 따가웟움.... 그담부터 한번도 안씀 나랑 안맞는걸로☆★
쑝이뿌,48,복합성,25,5,"향이 넘나 내스타일..❤
부드럽고 좋아요!! 
세일할때 가끔 가서 사와서 쓰고있어요 ㅎㅎㅎ"
택운이,83,건성,24,5,"더페이스샵 미감수만 10통넘게 쓰다가 그게갑자기 너무 따갑고 뿌얘지는게 심해서 이거 한번 사서 써봤는데...미쳤습니다...
1도 안따갑고 잘지워짐!!! 눈화장이랑
입술화장도 잘지워지고 너무 좋아요!!!!
뿌얘지지도않고 진짜 좋습니다!!!!!"
휴우니,106,중성,27,4,원쁠원이나 50퍼할때 사면 이득! 특별한 단점은 없고 장점도없는? 사용하기 나쁘지않다정도? 겟잇뷰티 1위까지는 잘모르겠으나 눈이 따갑지 않고 자극 없단거! 아이메이크업은 좀 꼼꼼하게 지워줘야했음
영서짱99,38,복합성,20,5,"정말 순하고 자극없고 세정력도 너무 좋아요 로드샵, 백화점 통틀어 가격, 효과 제일 좋아요 눈가가 진짜 촉촉♡♡♡♡"
yeoni22,140,건성,27,4,"순둥이순둥이
세정력도 좋음!"
끌레르J,50,건성,24,5,"따갑다는 분들도 계시지만 저는 오히려 어퓨 리무버가 눈이 따가웠어요ㅠㅠ 얘는 아무리 점막부분 지워도 눈이 안따갑고 순하고 너무 좋고 ㅠㅠ 저희가족은 모두 불만없이 사용해요
초강력 워터프루프도 다 지워냄 완전 만족하고 있음
대용량 나와서 너무 좋고 3년넘게 원쁠원할때마다 꾸준히 쟁여놓는 제품!!!"
뽀향보아,46,건성,30,5,쟐지워짐
메두찌,75,복합성,26,3,"1년동안 아리따움을 안갔더니 돌아오라고 5000원 쿠폰을 주길래 250ml 대용량 6000원에 삼ㅋ
괜찮은 제품. 세정력도 괜찮고 향도 편안하고 무엇보다 눈에 들어가도 아프지 않다는 거에 큰 점수를 주고 싶음. 일시적으로 뿌얘지긴 하지만 눈갱 절대 ㄴㄴ임.
그러나 제값주고 사기에는 가성비 좋은 제품이 많기에 가격 메리트가 딱히 없음. 지금 다써가는데 반값 정도로 세일하지 않는 이상 다쓰면 미샤나 스킨푸드로 바꿔볼 생각임.

+ 미샤 써보고 이거 쓰니까 확실히 눈시림 있다! 쏘쏘로 내림 쩝"
이런서민이,103,중성,23,3,향 좋고 에뛰드 마스카라 잘지워지고 나쁘지 않은데 얘보다 가성비 굳굳인 어퓨가 있기때매....그래도 원쁠원 종종하니까 나쁘지는 않았다
한랑,31,복합성,28,3,무난템 눈에조금 시림...
블랑슈슈,48,건성,41,5,립앤아이리무버 중엔 이게 최고 아닌가? 눈 따가움없이 한번에 싸악 말끔하게 지워지니 굿굿
항이유,74,건성,24,5,"미샤 어퓨 스킨푸드 등 유명 리무버들 원만한 건 다 써 봤는데

 순한게 뭘 말하는지 몰랐는데

이게 순한거구나 느낌♡♡♡♡♡

세정력은 당연히 좋구여♡♡♡♡♡"
크루즈맨,31,지성,30,5,1+1할때사서 쟁여둠 잘지워지고 자극적이지않음
여름무,39,복합성,32,4,"통이 작아 보여서 얼마 안 되는 줄 알았는데, 양이 120ml임. 50퍼 세일이나 원플원할 때 사면 매우 저렴한 축에 속함.
사실 내 눈에 들어가면 살짝 따갑기는 함.
하지만 굿굿 정도는 되는 제품이라고 생각함.
우선 잘 지워지고, 다 지우고 난 다음에 포인트 리무버 특유의 그 기름진 느낌이 빨리 사라짐!! 예전에 쓰던 것보다 그 느낌이 넘나 마음에 들었음!"
리미이잉,68,건성,27,5,"살짝 얹었다 지우면 키스미도 잘지워짐!

게다가 눈따갑고 그런거 없음  작은걸로 몇통 쓰다가 이제 대용량쓰는데 세일할때 쟁이면 완전이득입니다@@@

원쁠원하면 꼭 쟁여야함"
밍밈미,76,지성,22,4,그냥 겟잇뷰티 1위해서 샀는데 잘지워지고 좋아요! 원플원때 쟁여놓으면 좋음 ( ⁼̴̤̆◡̶͂⁼̴̤̆ )
므엥므엥,44,복합성,22,4,눈에들어가면 좀 뿌얘지는데 폼클렌징까지 다 해야 뿌연게 사라짐 그거빼고는 순하게 잘지워지고 리무버 제역할하는듯
지형잉,250,민감성,24,3,쓰다보면 그냥 그런... ㅜ 립도 제대로 못지우고 마스카라도 제대로 못지움..ㅜ 참고로 내 틴트는 맥 꺼고 마스카라는 에뛰드 쌩얼카라임
킴꼬까신,346,건성,31,5,"우왕 나도 4통째인대 열통 넘는 사람도 있구나
역시 인기쟁이"
모청,107,지성,20,1,이제품 순하다는 추천 받고 샀는데 저는 눈에 조금만 닿아도 눈이 화하고 따가워요.. 대용량을 사서 어쩔수 없이 조심하며 쓰고 있긴 하지만 전에 쓰던 미샤 아이리무버보다 훨씬 비싸기도 하고 눈도 아파서 다시는 구매하고 싶지 않아요ㅠㅠ 펄도 잘 지워지지 않아요
나무1192,142,복합성,27,5,립앤아이 리무버 중에선 젤 잘지워졌던거 같다~~ 더 상위에 있는 애들중엔 나한테 넘 안지워진애들이 많았는데.. 워터프루프제품을 많이 쓰는 편이어수 그런가 오일리한 뽀오얀제품이 젤 좋았음
에코코,97,민감성,40,5,"자극없고 잘지워져요
1+1할때 꼭사기"
구슬구슬,176,민감성,26,4,3통째씁니다ㅎㅎㅎ눈에들어가도 안따갑고 순하고 잘지워져용
jhchoi,42,지성,25,5,찬양찬양!! 두통째 다 써가요~ 진짜 순하고 키스미도 쓱 잘 지워지고ㅎㅎ 다 쓰면 또 살거에용ㅎㅎ
유르젠,184,민감성,26,5,"순하고 눈에들어가도 안따갑고
잘지워지고!!하지만 클렌징할때 좀 기름져요"
hrxxx,165,건성,23,3,눈에 들어가면 투명한 막 생긴 것 같이 눈앞이 뿌얘짐 눈도 약간 충혈되는 것 같고 그 느낌이 너무 싫어서 다 쓰자마자 바로 갈아탐 세정력이 특별히 더 좋은 것 같지도 않고 그냥 무난함 제품인듯
조동조동,174,복합성,31,2,"순하단소리를 어디선가 들어서 써봤다가ㅜㅜ
눈뽑히는줄ㅜㅜ 한번쓰고못씀 눈에들어가면 따갑진않은데 눈이 쪼그라드는 느낌이랄까 자극적이어서 못썻던제품 하지만 세정력이라던지 피부자극은 없어서 내 눈에 자극적이지 않앗더라면
좋은제품이었을듯ㅎㅎ"
TOCHPEN,43,지성,22,4,"음... 겟잇뷰티 1위라서 구매했는데....
왜 1위인지 다른 것들과의 차이가 뭔지는 잘 모르겠음
다만 예전에 더페이스샵 리무버는 자극이 엄청나서 쓸 때마다 아팠는데 이건 자극은 없었음!!
하지만 그렇다고 막 다시 사서 쓰고 싶은 생각은 없음.
우드버리 스테이24를 주로 쓰는데 생각보다 잘 안지워져서..... 다시 사진 않을꺼야..."
bbb13,89,중성,25,5,"전 이게 넘 좋든데 평점들은 그저 그렇네요
일단 제가 써왔던 아이리무버들은 너무 오일이 강하다 해야하나 듬뿍쓰는 나한테는 항상 손에 오일천지였는데 얘는  오일이 묽은 느낌이라 해야하나???

그리고 제일 중요한건 얘로 피부미용 실기시험봤는데 잘 지워져서 포인트에선 감점 없이 합격한거...그냥 그것만으로 ㅋㅋㅋㅋㅋㅋ원래 쓰던거에서 얘로 바꿨어요 캬캬캬"
1825pp,148,복합성,22,2,하도 유명해서 사봤는데 진한 눈화장 자주하지도 않는주제에 큰통으로사서...ㅎ 방치템이되었습니다... 이거 순하다는 평이 많은데 저는 진짜 눈시리고 눈물났거든요ㅠㅠㅠ 잘지워지긴하던데 다른 리무버를 안써봐서 비교를 못하겠네요. 그냥 방치되어있다가 언젠가 버릴것같아요...
방숭,287,복합성,24,5,이거 너무 미꾸덩하지도 않고 메이크업도 진짜 잘지워지고 순한것같아요 눈에 들어가도 절대 안아프고 막 뿌옇게 되는것도 없더라고요 짱
헤롱헤롱2,51,복합성,24,3,순한거는 알겠어요ㅎㅎ 잘 지워지는지는 잘 모르겠네요
button,317,건성,26,2,기름지고 눈에 들어가면 뿌옇게 되고 너무 따가워요ㅠㅠ
니기닉,15,건성,24,3,원플원해서 오래오래 쓰고잇긴 한데 눈아픔 ㅠㅠ
초코핫케이크,41,건성,24,4,가격도 저렴하구 화장솜에 묻혀 눈에  잠시 올려두었다 지우니 깔끔하게 잘 지워져요! 다시 살 의향 있어용
오낭랑,99,건성,23,3,1년 넘게 썼는데 처음엔 괜찮다가 나중엔 너무 자극적이라 어퓨로 갈아탔어요ㅠㅠㅠ무난무난합니당
Lenaa,134,민감성,25,3,"왜 1위인지 모르겠음... 눈에 자극없다하는데 나같은 경우는 눈에 자극이 있고, 마스카라가 녹아나오지않음 ㅠㅠ 아이리무버 듬뿍적셔도 안녹아서 결국 여러번 닦아내서 눈에 자극옴 ㅠㅠ 원플원때 샀으니 쓰긴 하지만 재구매 의사는... 30...?"
somink,45,지성,27,5,"원플러스원 할 때 꼭쟁여둠
화장솜에 너무 많이 적셔서 닦아낼때 줄줄 흘러나오면 눈 따가울수 있지만 양조절 잘하면 짱짱입니다.
에뛰드 컬픽스마스카라도 잘지워져요"
몽키,142,건성,21,5,이거진짜 짱조음!! 더페꺼였나? 미감수? 그거랑 느낌비슷함 일단 부드럽고 잘지워지는게 가장 큰 장점. 가격도 착함ㅎㅎ 겟ㅇ뷰티 블라인드테스트 1위했다는데 할만함 ㅇㅇ그전에 에뛰드꺼써서그런지 비교가 확되네 ㅋㅋ
뚝,330,복합성,25,4,"원플원 할때 구매했던건데 겟잇뷰티 1위한줄 몰랐네 ㅋㅋㅋㅋ
냄새도 뭐 독하지도않고 그냥저냥 괜찮다
리무버가 순해서 눈에 들어가도 시리거나 따가운게 없어서 좋구 
지우고 난 뒤에도 건조함이 없고 글타고 기름져서 번들거리지도 않음 
깔끔하게 잘 지워지고 ㅋㅋㅋㅋ
키스미 마스카라도 지워냄!!!
그냥 살포시 닦아냈는데도 지워진다 ㅋㅋㅋ"
mi07,86,복합성,24,4,무난하게 매번 잘 사용하고 있어요!! 세일할 때 사면 가격대비 좋아요!!!
횽슈,40,건성,23,5,지금 1+1이라서 한번 대용량으로 사봤는데 대만족!! 눈에 들어가도 안따갑고 잘 지워져요. 그리고 통도 예뻐서 괜히 한번 만지작 거리게 돼요ㅋㅋㅋㅋ
달콤이네요,87,복합성,28,4,잘지워져서 계속쓰고있는제품
냄기,80,건성,30,5,"이거짱좋은뒈....
눈에들어가도 안따갑고 뭘그렸든 다지워짐!!
안지워진다는 마스카라나 아이라이너들도 부드럽게 SSG 지워저요
알땀 원쁠원 세일때마다 쟁여놓습니다요"
브미,43,건성,27,3,눈따거운데 지워지기는 잘 지워짐
미쮸쮸쮸,31,중성,24,4,내가 이제껏 썼던것 중에 제일 좋은 리무버였음
나에염,138,복합성,25,4,"정말 그냥 쏘쏘한 제품입니다!~
제일 정확한 건 절대 자극적이지 않아요! 눈도 편하고
잘 지워지는건 그냥 보통이에요ㅎㅎ하지만 가격도 저렴하고 눈 자극도 적어서 자주 썼던 제품💞원플러스원할때 사면 이득"
로망55,55,복합성,28,3,"사기 편해서 꾸준히 쓰는 리무버
세일도 자주하고 용량도 대용량도있어서 사면 두고두고 잘씀ㅋㅋㅋ 요것만써서 그런가 나름 잘 지워지고 눈에 들어가면 뿌옇긴하지만 오일성분이라 어쩔수 없다 생각하고 씀
바꿀까하다가도 고민이 귀찮아 이것만 몇 통째"
핸빈,63,복합성,31,3,무난무난합니다
373737,129,건성,26,1,"사정이 있어 원래 쓰던 클렌징밤 대신 몇 번 쓰게 됐는데 왜 사람들이 좋다고 한건지 모르겠음... 일단 눈이 시리구 좀 아픔.
그리고 쓰고나면 눈이 뿌옇게 보임.
이름 따라가는건지 암튼 좀 무서웠음.

그리고 더샘 아이라이너를 새로 사서 쓰고 몇번을 지웠는데도 아침까지 잔여물이 남아있어 넘나 식겁스럽고 우울했음.
근데 웃긴건 기존에 쓰던 클렌징밤 쓰니까 
다 지워짐, 이건 아이라이너의 문제가 아님.

난 공짜로 줘도 안 쓸 듯."
성그닝,67,건성,28,5,"부드럽고 눈에 들어가도 안아프구 한번 쓱 하면 다 지워져서 좋아요!!
딴거 안쓰고 이거 잘 쓸꺼에요!!"
개릿,372,복합성,26,4,어퓨 파란 리무버 인생템으로 쓰다가 알땀1+1에 끌려서 사봤는데 겟뷰 1위 할만한듯. 향도 너무 좋고 (거북스러운 인공향이 아님) 눈에 자극적이지 않고 순순히 잘지워짐. 개인적으로 어퓨 리무버는 마스카라까지 깔끔히 지워지지 않았는데 얘는 싹 지워줘서 어퓨보다 좋았다.
158cm,78,민감성,31,4,일반 클렌징워터로 포인트 메이크업도 다 지웠었는데 눈 따가워 죽는 줄ㅠㅠ 그래서 구매한 뽀오얀 립 앤 아이 리무버! 지워지기도 잘 지워지고 정말 눈에 들어가도 안따가워요~ 전 만족했습니다^^
떼댱,18,복합성,22,5,싹싹 잘 지워져요!! 눈에 들어가도 안 아프고 샤르륵 지워지는게 참 좋네요 재구매의사 있어요!!
파시엘,626,민감성,23,5,"한창 겟잇뷰티1위했다고 아리따움지나가는데마다 붙여놨길래 사봤는데
키스미마스카라,삐아라이너,립메이크업도
싹 지워지고 완전 반해버렸어요ㅜ♡♡♡
향은 다른 립앤아이랑 동일하고 클렌징도
잘되는데다가 뭐하나 따로 빠지지않아서
몇년째 이것만쓰는중이예요ㅎㅎ
대신 눈에 들어가면 뿌옇게된다는게 좀 그렇지만 눈이 따갑지는 않아서 잘 쓰고있습니다♡♡♡"
구아바말고,97,민감성,22,3,별 감흥없음. 사용감이 완전 좋은것도 아니고 그냥 원쁠원때 사고 질려서 다신 안쓸듯.
ljw949,60,복합성,25,3,순하고 눈에 들어가도 안따갑대서 기대했었는데 눈에 들어가면 따갑긴함;; 내가 무식하게 지워서 그런진 모르겠는데 이거 쓰고나면 눈이 흐릿함.. 물로 씻어내면 괜찮아지긴하지만..
음오어예,122,민감성,23,4,예쓰 완전 좋음! 세정력도 내기준엔 잘 지워지던데(에뛰드보다 잘지워짐) 근데 세일안할때 사기는 좀 비싼 것 같고 세일할때 사면 개이득. 키스미도 잘지워졌음
songmi44,17,지성,22,5,1+1 행사하는말을 듣고 처음으로 아리따움 리무버를 샀다!! 사자말자 화장 풀메를 해보고 아깝지만 리무버로 아이메이크업을 지우니 너무 잘 지워지는 것!! 에뛰드 마스카라 픽서도 너무 잘 지워진다
654321,11,건성,24,5,겟잇뷰티 1위해서 그때부터 꾸준히 잘쓰고있는 제품. 다른리무버 안써봐서 상대적으로 비교할순없지만 진짜 잘지워진다고 생각해요! 근데 눈에들어가면 느무느무따가아
hoenyb,154,복합성,30,3,"여기저기서 좋다길래 사용해봤는데 생각보다 눈이 너무 따가웠던..
역시 팔뚝에 발라놓고 세정력 테스트하는건 믿을게 못되는듯
팔뚝에 하듯이 눈에도 같은 힘을 줘서 닦으면 눈에 다 들어가고 아프고 자극이 되서 당연히 약한힘을 주게되는데 생각보다 세정력은 쏘쏘
세정력이 좀 약하더라도 눈에 들어갔을때 안아픈걸 쓰는게 좋을듯"
dbdhg,55,복합성,23,4,되게순한제품같아요. 전혀자극없이 잘지워지고 가성비도좋은거같네요~
푸르른봄,214,복합성,25,3,좀 기름진 느낌이 남아있어서 별로... 뽀득뽀득 지우는 걸 안 좋아하는 분들에겐 적당할 것 같다.
짜몽쥬스,21,복합성,24,4,"친구 추천으로 사용하게 된 제품!
대용량으로 250ml 두개 째 사용중인데 학생이라 가격이 쪼금 부담스러워서 1+1 때 친구랑 나눠서 사요.
눈에 들어가도 안아파서 좋은데 뿌옇게 보이는건 있어요.
다음번에는 다른 제품 써 보려구요ㅋㅅㅋ"
soso9262,59,복합성,37,1,개기름진데 뻑뻑함 세정력도 별르
JJEOLL,155,지성,28,2,"진짜 잘안지워지는 제품...
마스카라가 특히 잘안지워지고해서 ㅠ ㅠ 
몇번쓰고 쟁여두다가 얼마전에 버림"
키믄지,40,중성,29,4,"순해서 좋아요
대용량 1+1할때 사서 쓰면 개이득ㅋㅋ
그렇게 기름지지도않고 자극적이지 않고 잘 지워져요 :)"
모디네일,55,중성,23,4,점원이 순하고 잘지워져서 잘팔리는 제춤이라는 말 듣고 샀는데 말그대로 순하고 잘지워집니다..깨끗하게 지워지는 느낌이라 산뜻하고 좋아여
둡두루루룹,234,복합성,24,3,"그냥 무난무난하니
세일때사서 있으니 쓰는 제품
딱히 나쁘지도 좋지도 않음"
나123,30,지성,18,4,이거 잘지워지고 순해서 눈에 들어가도 별로 따갑지도 않고 좋은것같다
화장품빠순,139,복합성,19,4,눈에들어가도 아프지 않고 잘지워짐!
젼져닝,34,지성,22,4,눈에 들어가도 안아프구 화장도 말끔히 잘 지워진다!
히트다히트,141,건성,22,4,"키스미 마스카라까지 잘 지워주는 세정력이면 말을 다했지요
하지만 용량이 너무 적은 것같아요
이가격에 이 용량이라니 조금더 늘려주세오😥"
내태태,41,건성,22,3,"정말정말 잘 지워지는데 다래끼 났어여ㅠㅠ
내가 너무 많이 축축 적셔서 눈에 많이 들어간 것 같습니다,, 그러나 좋아요 쵝오!"
chengmin,48,복합성,25,5,정말정말 자극 하나도 없고 진짜 잘지워져요!! 4년째 애용 중💕
연연청,69,복합성,24,5,3통째쓰는중인데 다른거는 눈에 들어가면 자극도 세고 아파서 고민했는데 처음에 겟잇뷰티1등 타이틀과 대용량인점이 맘에 들어서 샀는데 진짜 지울때 안아파서 깜짝 놀랐어요!! 맨날 화장하는데도 금방금방안쓰고 꽤오래쓰는것도 진짜 좋아요 재구매 의사 100%
ebbnihat,72,민감성,21,3,아이 리무버로는 좋은거 같은데 립리무버로는 별로 입술지울때마다엄청따갑거아픔
예웅,54,건성,24,4,그거 아세요? 전 이걸로 키스미도 지워지더라고요!!
YAShin,8,복합성,22,3,립&아이 메이크업 잘 지워지는데 눈이 좀 아파요ㅠㅠㅜ
향이공듀,52,민감성,27,1,"이게왜 유명한지 1도이해안가는제품....
저이거 쓴이후로 입쑬도 붓고아프고 눈도시리고 이때까지 다양한 아이리무버를 사용했지만 최악이라 생각드는 리무버는 없었는데 이건진짜 최악이예요 ㅠㅠ사지마요"
iemov2,4,건성,38,5,"다른 리무버보다 부드럽게  워터플루프화장을 녹이며 지워집니다 
강하지 않아 눈이 많이 따갑지 않네요.
한통 다쓰고 이제 두번째 구입!
추천할만한거 같아요 ^-^"
이긴머리,72,민감성,28,4,"걍 싸고 생각보다 순해서 씀
ㅇㅇ그러하다"
150816,31,복합성,23,5,이름이 걸맞게 립 아이 잘지워짐 ㅎㅎ 앞으로도 요아이만 쓸거양
두레,75,지성,19,5,"냄세 good 잘지워짐ㅎㅎㅎ 안따가움 순함
이거면 끝이죠ㅎ"
묘갱,45,복합성,26,5,세일할 때 샀는데 세정력도 좋고 가격도 착하고 눈에 들어가도 따갑지 않다 이대로 여기 정착해도 될 것 같지만 뭔가 다른 거에 더 도전하고 싶댷ㅎㅎ
김뽀뽀김,85,건성,26,5,할인할때 사놓으면 든든한 아이템ㅎㅎ 대용량은 진짜 양도 많아서 뭔가 마음의 안정을 느끼게 해줌 그리고 눈에 자극없이 깔끔하게 지워져서 잘 썻던 제품! 특히 속눈썹 붙힌날도 아주 자극없이 쓰윽 떼주는게 너무너무 좋앗음!!!
블리블리박,36,복합성,25,5,마스카라 ㄷ잘 닦이는지가 제일 중요한데 잘 닦이고 순하고 눈에 들어가면 약간 따갑긴 하지만 좋다 미샤랑 아리따움 제품이 젤 좋다
또또영2,136,복합성,25,4,"내 인생템 지금까지 비운 수만 해도 열개는 될 것 같은!? 
수많은 마스카라 써봤지만 뽀오얀으로 안지워진 것 하나 없었다
다만 너무 오랫동안 써서 좀 질리는 느낌 ㅋㅋㅋ"
aswer456,131,복합성,22,5,용량도 크고 잘지워져서 좋아요
무난한무난함,112,지성,38,3,"나쁘지 않지만, 좋은지도 모르겠다."
슈슈로,162,건성,27,2,"눈에 들어가면 진짜 눈 아프다

세일 때 샀다가 쓰면서 눈에게 미안해졌다"
세일언제해,85,복합성,27,4,아리따움에서 색조테스트하는데 점원이 리무버묻혀서지우라고 줬는데너무잘지워져서 놀래서바로구입ㅋㅋㅋㅋ원쁠원이나 세일을노리면 엄청저렴하게잘쓸수있어서좋다ㅋㅋ
꼬므르지,33,중성,20,5,순한데 잘지워져요~
